id,topic,expected_tag,expected_image,actual_image,match,prompt_ja
"jp_car_0119","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","夜間に道路上で駐車する場合、車幅灯または尾灯をつける必要はない場所もある。"
"jp_car_0120","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","坂道で駐車する際は、輪止めを使用するなど、車が動き出さないようにする対策が望ましい。"
"jp_car_0121","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","車庫や駐車場の出入口から3メートル以内の道路上は、駐車禁止とされている。"
"jp_car_0122","honmen_parking_rules","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","横断歩道とその前後5メートル以内は、停車も駐車も禁止されている。"
"jp_car_0123","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","荷物の積み下ろしのために短時間止まる場合は、運転者が車を離れていても「停車」として扱われる。"
"jp_car_0124","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","駐車場以外の道路に駐車する際は、他の交通の妨げにならないよう道路の左側に沿って止める必要がある。"
"jp_car_0125","honmen_parking_rules","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","駐車場に入る際は、歩道を横切る前に一時停止して歩行者の安全を確認する必要がある。"
"jp_car_0126","honmen_weather_night_driving","night","jp-night-road.png","jp-night-road.png","yes","夜間の運転では、対向車がいないときは早めにヘッドライトを上向き（ハイビーム）に切り替えるとよい。"
"jp_car_0127","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","雨天時はタイヤと路面の摩擦が減少するため、乾燥時よりも停止距離が長くなる。"
"jp_car_0128","honmen_weather_night_driving","fog","jp-fog-road.png","jp-fog-road.png","yes","霧の中を走行する際は、前照灯を上向き（ハイビーム）にすると視界が良くなる。"
"jp_car_0129","honmen_weather_night_driving","car_interior","jp-car-interior.png","jp-car-interior.png","yes","強い横風が吹く橋の上や開けた場所では、ハンドルを取られることがあるため、速度を落として走行することが望ましい。"
"jp_car_0130","honmen_weather_night_driving","car_interior","jp-car-interior.png","jp-car-interior.png","yes","雪道や凍結した道路では、急ハンドルや急ブレーキを避けて、ゆっくりとした操作を心がけるべきである。"
"jp_car_0131","honmen_weather_night_driving","parking","jp-parking.png","jp-parking.png","yes","夜間に駐停車する場合、原則として尾灯または駐車灯をつけておく必要がある。"
"jp_car_0132","honmen_weather_night_driving","night","jp-night-road.png","jp-night-road.png","yes","夜間、街灯のない道路を走行する際は、対向車のライトだけを頼りにすればよく、自車のライトの調整は不要である。"
"jp_car_0133","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","夜間に雨が降っている場合、路面の水たまりが街灯やヘッドライトを反射して、道路の凹凸や白線が見えにくくなることがある。"
"jp_car_0134","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","雷雨や竜巻が発生した場合、すぐに安全な場所に車を止めて様子を見ることが望ましい。"
"jp_car_0135","honmen_weather_night_driving","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","夕暮れ時（薄暮）は、ドライバーから歩行者が見えにくくなるだけで、歩行者からドライバーの車も見えにくくなることはない。"
"jp_car_0136","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","深い水たまりを走行した直後は、ブレーキの効きが悪くなることがあるため、低速で軽くブレーキを数回踏んで効き具合を確認するとよい。"
"jp_car_0137","honmen_weather_night_driving","fog","jp-fog-road.png","jp-fog-road.png","yes","夜間運転時、サングラスのような濃い色のレンズの眼鏡をかけて運転するのは、視界確保のために推奨される。"
"jp_car_0138","honmen_weather_night_driving","topic_default","jp-wet-road.png","jp-wet-road.png","yes","猛暑の中での長距離運転では、定期的に休憩を取り水分補給をすることが熱中症予防に役立つ。"
"jp_car_0139","honmen_weather_night_driving","night","jp-night-road.png","jp-night-road.png","yes","トンネルに入る直前は周囲の明るさに比べて急に暗くなるため、進入前に速度を落として目を慣れさせる時間を作るのが安全である。"
"jp_car_0140","honmen_weather_night_driving","warning","jp-warning.png","jp-warning.png","yes","台風接近時に視界不良や強風で運転が危険と感じた場合、運転を中止して安全な場所に避難するという判断は適切である。"
"jp_car_0141","karimen_road_signs","stop","jp-stop.png","jp-stop.png","yes","逆三角形の「止まれ」の標識がある交差点では、停止線の直前で完全に停止しなければならない。"
"jp_car_0142","karimen_road_signs","warning","jp-warning.png","jp-warning.png","yes","警戒標識は、黄色地に黒枠の正三角形で表され、前方の危険な状況を予告するものである。"
"jp_car_0143","karimen_road_signs","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","規制標識には、赤い縁取りの丸い標識だけでなく、青色の丸い標識もある。"
"jp_car_0144","karimen_road_signs","one_way","jp-one-way.png","jp-one-way.png","yes","「一方通行」の標識がある道路では、矢印で示された方向以外へ進行してはならない。"
"jp_car_0145","karimen_road_signs","parking","jp-parking.png","jp-parking.png","yes","「駐車禁止」の標識がある場所でも、5分以内の荷物の積み下ろしのために停車することは認められる。"
"jp_car_0146","karimen_road_signs","no_overtaking","jp-no-overtaking.png","jp-no-overtaking.png","yes","「追い越し禁止」の標識がある区間では、前方の車両を追い越すために進路変更をして前に出てはならない。"
"jp_car_0147","karimen_road_signs","no_overtaking","jp-no-overtaking.png","jp-no-overtaking.png","yes","「追い越しのための右側部分はみ出し通行禁止」の標識がある区間では、追い越し自体がすべて禁止される。"
"jp_car_0148","karimen_road_signs","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","「最高速度」の標識に表示された数字は、その区間で出してもよい速度の上限を示している。"
"jp_car_0149","karimen_road_signs","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","「最低速度」の標識がある高速道路の区間では、表示された速度未満で走行してはならない。"
"jp_car_0150","karimen_road_signs","topic_default","jp-warning.png","jp-warning.png","yes","補助標識は単独で設置されることはなく、必ず本標識と組み合わせて意味を補足するために使われる。"
"jp_car_0151","karimen_road_signs","warning","jp-warning.png","jp-warning.png","yes","「幅員減少」の標識は、警戒標識の一種で、前方の道路の幅が狭くなることを予告している。"
"jp_car_0152","karimen_road_signs","warning","jp-warning.png","jp-warning.png","yes","「踏切あり」の標識は警戒標識であり、前方に鉄道の踏切があることを知らせている。"
"jp_car_0153","karimen_road_signs","topic_default","jp-warning.png","jp-warning.png","yes","案内標識は、交通の規制や指示を目的とし、方向や地名などの情報は示さない。"
"jp_car_0154","karimen_road_signs","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","「一時停止」の標識がある場所では、他に車も歩行者もいないと確認できても、必ず停止しなければならない。"
"jp_car_0155","karimen_road_signs","intersection","jp-intersection.png","jp-intersection.png","yes","「Uターン禁止」の標識がある区間では、転回はできないが、右折することは禁止されていない。"
"jp_car_0156","karimen_road_signs","no_entry","jp-no-entry.png","jp-no-entry.png","yes","「大型貨物自動車等通行止め」の標識がある道路には、普通乗用自動車も通行することができない。"
"jp_car_0157","karimen_road_signs","topic_default","jp-warning.png","jp-warning.png","yes","「徐行」の標識がある場所では、完全に停止する必要はないが、すぐに停止できる速度まで減速しなければならない。"
"jp_car_0158","karimen_road_signs","give_way","jp-give-way.png","jp-give-way.png","yes","「優先道路」であることを示す標識がある道路は、交差する他の道路よりも優先的に通行することができる。"
"jp_car_0159","karimen_road_signs","parking","jp-parking.png","jp-parking.png","yes","「駐車余地」の標識に表示された数字は、駐車する際に道路の反対側に空けておくべき余地の幅をメートルで示している。"
"jp_car_0160","karimen_road_signs","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「路線バス等優先通行帯」の車線は、路線バス以外の車両は一切通行することができない。"
"jp_car_0161","karimen_road_signs","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","「通行止め」の標識がある道路は、車両だけでなく歩行者もすべて通行することができない。"
"jp_car_0162","karimen_road_signs","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","「安全地帯」の標識がある場所は、路面電車の乗降客などの安全を確保するための区域である。"
"jp_car_0163","karimen_road_signs","warning","jp-warning.png","jp-warning.png","yes","規制標識と警戒標識では、警戒標識のほうが法的な拘束力が強く、必ず従わなければならない。"
"jp_car_0164","karimen_right_of_way","give_way","jp-give-way.png","jp-give-way.png","yes","優先道路であることを示す標識や道路標示がある道路を通行する車両は、交差点で徐行する必要がない。"
"jp_car_0165","karimen_right_of_way","intersection","jp-intersection.png","jp-intersection.png","yes","道路の幅が明らかに狭い道路から広い道路の交差点に進入する車両は、道路の幅にかかわらず先に交差点を通過できる。"
"jp_car_0166","karimen_right_of_way","stop","jp-stop.png","jp-stop.png","yes","サイレンを鳴らして走行する緊急自動車が近づいてきたときは、交差点を避けて道路の左側に寄り、一時停止しなければならない。"
"jp_car_0167","karimen_right_of_way","topic_default","jp-intersection.png","jp-intersection.png","yes","路面電車が走行しているときは、後方から進行する自動車は原則として追い越してはならない。"
"jp_car_0168","karimen_right_of_way","topic_default","jp-intersection.png","jp-intersection.png","yes","山道で行き違いが困難な場合、上り坂を走行している車両が道を譲り、下り坂の車両を先に通行させなければならない。"
"jp_car_0169","karimen_right_of_way","topic_default","jp-intersection.png","jp-intersection.png","yes","路線バスが停留所から発進しようとして合図を出しているときは、後続車はできる限り進路を譲らなければならない。"
"jp_car_0170","karimen_right_of_way","stop","jp-stop.png","jp-stop.png","yes","自転車横断帯を自転車が横断しているときでも、車両は自転車の通過を待たずに先に通行してよい。"
"jp_car_0171","karimen_right_of_way","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","横断歩道を渡っている歩行者がいる場合、車両はその歩行者の通行を妨げてはならない。"
"jp_car_0172","karimen_right_of_way","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","右折待ちの車両は、対向車線の直進車や左折車だけでなく、横断中の歩行者や自転車にも道を譲らなければならない。"
"jp_car_0173","karimen_right_of_way","give_way","jp-give-way.png","jp-give-way.png","yes","私有地の駐車場から道路に出るときは、道路標示に優先道路の表示がなければ、道路を走行する車両より先に出てよい。"
"jp_car_0174","karimen_right_of_way","roundabout","jp-roundabout.png","jp-roundabout.png","yes","ラウンドアバウト（環状交差点）に進入する車両は、すでに環道を通行している車両の進行を妨げてはならない。"
"jp_car_0175","karimen_right_of_way","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","スクールバスが停車して子供を乗り降りさせているとき、後続車は日本の法律上、必ず一時停止しなければならない。"
"jp_car_0176","karimen_right_of_way","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","左折する車両は、その左折先の道路を直進する自転車や横断する歩行者の通行を優先させなければならない。"
"jp_car_0177","karimen_right_of_way","give_way","jp-give-way.png","jp-give-way.png","yes","交差点内に優先道路を示す道路標示（ひし形の白線）がある場合、その道路を通行する車両が優先される。"
"jp_car_0178","karimen_right_of_way","stop","jp-stop.png","jp-stop.png","yes","一時停止の標識がなく道幅もほぼ同じ交差点で、両方の車両が同時に交差点に到達した場合、大型車が優先される。"
"jp_car_0179","karimen_speed_limits_parking","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","標識による指定がない一般道路での原動機付自転車の最高速度は、時速30キロメートルである。"
"jp_car_0180","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","消火栓や消防用防火水槽の位置から5メートル以内であれば、駐車しても違反にならない。"
"jp_car_0181","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","交差点の側端から5メートル以内の道路には、駐車も停車もしてはならない。"
"jp_car_0182","karimen_speed_limits_parking","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","横断歩道またはその端から前後5メートル以内の場所は、駐停車が禁止されている。"
"jp_car_0183","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","バス停留所の標識がある位置から10メートル以内であれば、バスの運行時間外はいつでも駐車できる。"
"jp_car_0184","karimen_speed_limits_parking","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","高速道路の本線車道以外の一般道路において、標識で特に指定がない場合の法定最高速度は時速60キロメートルである。"
"jp_car_0185","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","坂の頂上付近や勾配の急な坂道は、追い越しをしなければ駐車しても問題ない。"
"jp_car_0186","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","トンネルの中は、車両の交換所として指定された場所を除き、駐車も停車も禁止されている。"
"jp_car_0187","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","駐車する際は、他の交通の妨げにならないように道路の左端に沿って止め、道路と並行に停める必要がある。"
"jp_car_0188","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","「駐車余地」の標示がある場所では、対象の余地を確保しなくても、運転者が短時間で戻れば駐車してよい。"
"jp_car_0189","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","火災報知機がある位置から1メートル以内の場所は、駐車が禁止されている。"
"jp_car_0190","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","標識のない住宅街の道路であっても、他の交通の妨げになる場所には駐車してはならない。"
"jp_car_0191","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","高速道路の本線車道では、故障などのやむを得ない場合を除き、路肩に駐停車することは認められている。"
"jp_car_0192","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","駐車するときは、サイドブレーキ（駐車ブレーキ）を確実にかけ、車両が動き出さないようにしなければならない。"
"jp_car_0193","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","坂道に駐車する際は、車両が動き出さないよう、タイヤに輪止めをかけるなどの措置をとることが望ましい。"
"jp_car_0194","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道の合流地点では、加速車線を使って本線を走行する車両の速度に合わせてから合流しなければならない。"
"jp_car_0195","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を走行中に眠気や疲労を感じたときは、無理をせずサービスエリアやパーキングエリアで休憩をとるべきである。"
"jp_car_0196","honmen_expressway","parking","jp-parking.png","jp-parking.png","yes","高速道路の路側帯（路肩）は、渋滞時に一般車両が走行してもよい車線として認められている。"
"jp_car_0197","honmen_expressway","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","高速道路を走行する大型貨物自動車や大型乗用自動車の最高速度は、普通自動車と異なり時速80キロメートルに定められている場合がある。"
"jp_car_0198","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の出口や分岐点の手前では、案内標識に従って早めに車線変更をしておくことが望ましい。"
"jp_car_0199","honmen_expressway","stop","jp-stop.png","jp-stop.png","yes","高速道路の本線を走行中、前方に故障車を発見した場合は、追い越し車線に一時停止して様子を確認するのがよい。"
"jp_car_0200","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路で車両が故障した場合は、ハザードランプを点灯させ、後方に停止表示器材（三角表示板など）を置いて安全を確保する。"
"jp_car_0201","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道から流出（出口）する際は、あらかじめ減速車線に入ってから速度を落とすようにする。"
"jp_car_0202","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路では、前の車との車間距離は速度に関係なく常に10メートルあれば十分である。"
"jp_car_0203","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道を走行するときは、原則として最も右側の車線を追い越しのためだけに使用し、それ以外は走行車線を利用する。"
"jp_car_0204","honmen_expressway","wet_road","jp-wet-road.png","jp-wet-road.png","yes","雪道や凍結のおそれがある区間で「チェーン規制」の標識が出されている場合は、タイヤチェーンなどの滑り止めを装着しなければ通行できない。"
"jp_car_0205","honmen_expressway","parking","jp-parking.png","jp-parking.png","yes","高速道路の本線に停止表示板を出しておけば、路上に長時間駐車したままでも問題ない。"
"jp_car_0206","honmen_expressway","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","高速道路には、原則として歩行者、自転車、原動機付自転車は通行することができない。"
"jp_car_0207","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道に工事などによる車線減少がある場合は、案内に従って早めに車線変更をしなければならない。"
"jp_car_0208","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路のトンネル内では、他の区間よりも車間距離を短くしてもよい。"
"jp_car_0209","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路のジャンクション（JCT）付近は車線変更が多いため、早めにウインカーを出して周囲に合図する必要がある。"
"jp_car_0210","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を連続して長時間走行するときは、概ね2時間ごとに休憩をとることが推奨されている。"
"jp_car_0211","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の登坂車線（のぼり坂で設けられる車線）は、速度の速い車が追い越しのために使う車線である。"
"jp_car_0212","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道への進入は、加速車線で十分に加速したうえで、後方の安全を確認してから行う。"
"jp_car_0213","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路で前の車が急ブレーキをかけて速度が急激に落ちたときは、後続車にハザードランプで知らせることができる。"
"jp_car_0214","honmen_expressway","stop","jp-stop.png","jp-stop.png","yes","ETC専用レーンは、ETCを搭載していない車両でも一時停止すれば通行することができる。"
"jp_car_0215","honmen_expressway","no_entry","jp-no-entry.png","jp-no-entry.png","yes","高速道路上で気象警報などにより通行止めとなった場合は、最寄りの出口やインターチェンジで一般道路に降りなければならない。"
"jp_car_0216","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道を走行中にやむを得ず低速で走行する必要がある場合は、ハザードランプを点灯させて後続車に注意を促すことが望ましい。"
"jp_car_0217","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路での正しい車間距離は、車の大きさだけで決まり、速度は関係ない。"
"jp_car_0218","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の合流部分で本線を走行している車両は、合流してくる車両にできる限り進路を譲るよう配慮することが望ましい。"
"jp_car_0219","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の分岐点で行き先を間違えた場合でも、本線上でバックしたり停止して引き返そうとしてはならない。"
"jp_car_0220","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路のサービスエリアやパーキングエリアには、一般道路から直接進入することができる。"
"jp_car_0221","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を走行中、強い横風が予想される橋やトンネルの出口付近では、速度を落として慎重に運転する必要がある。"
"jp_car_0222","honmen_expressway","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","高速道路の本線車道での最低速度は、原則として時速50キロメートルと定められている。"
"jp_car_0223","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の路肩に故障などでやむを得ず停止する場合、車内に留まって救助を待つのが最も安全である。"
"jp_car_0224","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点で右折しようとする車両は、右折の合図を交差点の30メートル手前で出さなければならない。"
"jp_car_0225","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点内で右折待ちをする車両は、対向車の直進・左折の妨げにならないよう、交差点の中央付近で待つのが基本である（軽自動車・普通自動車の場合）。"
"jp_car_0226","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","信号が黄色に変わった瞬間に交差点に進入していない場合は、交差点の直前で停止しなくてもそのまま進行してよい。"
"jp_car_0227","honmen_right_of_way_intersections","road_markings","jp-road-markings.png","jp-road-markings.png","yes","交差点で複数の対向車線がある場合、右折する車両はすべての車線から来る直進車や自転車、二輪車に注意しなければならない。"
"jp_car_0228","honmen_right_of_way_intersections","give_way","jp-give-way.png","jp-give-way.png","yes","見通しの悪い交差点に近づくときは、たとえ自分の道路が優先道路であっても速度を落として周囲を確認するべきである。"
"jp_car_0229","honmen_right_of_way_intersections","stop","jp-stop.png","jp-stop.png","yes","一時停止の標識がある交差点で、明らかに他の車がいないと確認できれば、停止線で完全に停止しなくてもよい。"
"jp_car_0230","honmen_right_of_way_intersections","roundabout","jp-roundabout.png","jp-roundabout.png","yes","環状交差点（ラウンドアバウト）内を走行している車両は、退出する際に合図（ウインカー）を出さなければならない。"
"jp_car_0231","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点を左折するときは、あらかじめできるだけ道路の左端に寄り、大回りにならないように小回りで曲がる。"
"jp_car_0232","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点を右折するときは、できるだけ道路の左側に寄ってから、鋭角に曲がるのが基本である。"
"jp_car_0233","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点で信号が青でも、警察官が手信号で停止の指示をしている場合は、信号よりも警察官の指示に従わなければならない。"
"jp_car_0234","honmen_right_of_way_intersections","stop","jp-stop.png","jp-stop.png","yes","踏切の直前でも一時停止し、左右の安全を確認してから通過しなければならない。"
"jp_car_0235","honmen_right_of_way_intersections","warning","jp-warning.png","jp-warning.png","yes","踏切の遮断機が上がり始めたら、電車が接近していないことが確定するので、確認せずに進行してよい。"
"jp_car_0236","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点で対向車が右折待ちをしているとき、こちらが直進する場合は、原則としてこちらの直進が優先される。"
"jp_car_0237","honmen_right_of_way_intersections","stop","jp-stop.png","jp-stop.png","yes","見通しの悪い十字路で、双方に一時停止の標識がある場合は、両方の車両が停止線で完全に停止してから、安全を確認して進行する。"
"jp_car_0238","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点内で渋滞により前方が詰まっている場合でも、信号が青であれば交差点内に進入してよい。"
"jp_car_0239","honmen_right_of_way_intersections","road_markings","jp-road-markings.png","jp-road-markings.png","yes","信号機のある交差点を右折する際、対向車線を横切るときは自転車専用の信号がある場合、それにも従わなければならない。"
"jp_car_0240","honmen_right_of_way_intersections","warning","jp-warning.png","jp-warning.png","yes","踏切の先が渋滞していて踏切内で止まってしまうおそれがあるときは、踏切の手前で停止して踏切内に入ってはならない。"
"jp_car_0241","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点で複数の車両が同時に右折・左折・直進をする場合、最も車体の大きい車両が優先される。"
